Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year,Playoffs,Playoffs_S
Charlotte Hornets,82.0,241.8,40.2,89.8,0.448,11.9,33.9,0.351,28.3,55.8,0.507,18.4,23.1,0.797,9.9,33.9,43.8,23.2,7.2,4.9,12.2,18.9,110.7,2019,False,False
Dallas Mavericks,82.0,241.2,38.8,86.9,0.447,12.5,36.6,0.34,26.3,50.2,0.524,18.8,25.3,0.742,10.1,35.2,45.3,23.4,6.5,4.3,14.2,20.1,108.9,2019,False,False
Indiana Pacers,82.0,240.3,41.3,87.0,0.475,9.5,25.4,0.374,31.8,61.6,0.517,15.8,21.1,0.752,9.3,33.7,43.0,26.0,8.7,4.9,13.7,19.4,108.0,2019,True,False
Phoenix Suns,82.0,242.4,40.1,87.4,0.459,9.6,29.3,0.329,30.5,58.1,0.525,17.6,22.7,0.779,9.1,31.3,40.4,23.9,9.0,5.1,15.6,23.6,107.5,2019,False,False
Orlando Magic,82.0,241.2,40.4,89.1,0.454,11.4,32.1,0.356,29.0,57.0,0.509,15.0,19.2,0.782,10.0,35.4,45.4,25.5,6.6,5.4,13.2,18.6,107.3,2019,True,False
Detroit Pistons,82.0,242.1,38.8,88.3,0.44,12.1,34.8,0.348,26.7,53.5,0.5,17.3,23.1,0.747,11.4,33.6,45.0,22.5,6.9,4.0,13.8,22.1,107.0,2019,True,False
Miami Heat,82.0,240.6,39.6,88.0,0.45,11.3,32.4,0.349,28.3,55.6,0.509,15.1,21.7,0.695,11.2,35.1,46.3,24.3,7.6,5.5,14.7,20.9,105.7,2019,False,False
Chicago Bulls,82.0,242.7,39.8,87.9,0.453,9.1,25.9,0.351,30.7,62.0,0.496,16.2,20.7,0.783,8.8,34.1,42.9,21.9,7.4,4.3,14.1,20.3,104.9,2019,False,False
New York Knicks,82.0,241.2,38.2,88.3,0.433,10.0,29.5,0.34,28.2,58.8,0.479,18.1,23.9,0.759,10.5,34.3,44.7,20.1,6.8,5.1,14.0,20.9,104.6,2019,False,False
Cleveland Cavaliers,82.0,240.9,38.9,87.6,0.444,10.3,29.1,0.355,28.6,58.5,0.488,16.4,20.7,0.792,10.7,31.9,42.7,20.7,6.5,2.4,13.5,20.0,104.5,2019,False,False
Memphis Grizzlies,82.0,242.4,38.0,84.4,0.45,9.9,28.9,0.342,28.1,55.6,0.505,17.7,23.0,0.772,8.8,33.0,41.8,23.9,8.3,5.5,14.0,22.0,103.5,2019,False,False
League Average,82.0,241.6,41.1,89.2,0.461,11.4,32.0,0.355,29.7,57.2,0.52,17.7,23.1,0.766,10.3,34.8,45.2,24.6,7.6,5.0,14.1,20.9,111.2,2019,False,False
Los Angeles Clippers,6.0,240.0,39.8,89.2,0.447,11.5,31.7,0.363,28.3,57.5,0.493,23.5,28.8,0.815,10.0,30.2,40.2,25.3,8.0,3.3,15.0,25.0,114.7,2019,,True
Golden State Warriors,22.0,242.3,41.1,86.1,0.477,12.2,32.7,0.372,28.9,53.4,0.541,19.8,24.3,0.813,10.1,33.2,43.3,28.4,7.4,5.7,14.9,23.2,114.1,2019,,True
Milwaukee Bucks,15.0,243.3,39.8,88.4,0.45,12.8,38.1,0.336,27.0,50.3,0.536,20.4,28.0,0.729,10.1,41.8,51.9,25.0,6.7,6.4,12.9,21.8,112.8,2019,,True
Brooklyn Nets,5.0,240.0,38.4,91.4,0.42,11.0,34.0,0.324,27.4,57.4,0.477,23.6,29.2,0.808,11.4,29.2,40.6,19.2,7.4,2.8,14.2,22.8,111.4,2019,,True
Portland Trail Blazers,16.0,247.8,39.4,90.4,0.436,11.8,32.8,0.36,27.6,57.6,0.479,19.0,24.8,0.766,11.4,33.8,45.3,19.8,6.8,5.2,12.9,22.8,109.7,2019,,True
Denver Nuggets,14.0,247.1,39.9,90.3,0.442,9.6,27.8,0.344,30.4,62.5,0.486,19.7,25.2,0.782,13.1,34.6,47.7,24.0,5.7,4.6,9.7,21.3,109.1,2019,,True
Philadelphia 76ers,12.0,240.0,39.4,85.8,0.459,9.4,28.4,0.331,30.0,57.4,0.522,20.4,25.8,0.79,11.4,37.1,48.5,24.4,6.3,5.5,16.4,22.4,108.7,2019,,True
Houston Rockets,11.0,242.3,37.2,83.8,0.444,15.6,42.7,0.366,21.5,41.1,0.524,18.5,24.3,0.764,9.6,33.3,42.9,18.3,8.5,5.1,15.8,21.6,108.5,2019,,True
Toronto Raptors,24.0,242.1,37.7,84.8,0.444,11.9,34.5,0.346,25.8,50.3,0.512,19.3,23.3,0.83,8.3,34.0,42.3,22.5,8.0,4.6,12.0,22.6,106.6,2019,,True
Oklahoma City Thunder,5.0,240.0,37.8,86.0,0.44,10.4,31.4,0.331,27.4,54.6,0.502,19.2,25.4,0.756,10.2,33.0,43.2,22.6,6.6,5.4,15.2,24.2,105.2,2019,,True
San Antonio Spurs,7.0,240.0,39.4,85.1,0.463,6.7,19.9,0.338,32.7,65.3,0.501,17.7,23.0,0.77,10.7,34.4,45.1,21.1,4.6,4.0,8.4,19.4,103.3,2019,,True
Boston Celtics,9.0,240.0,35.7,84.1,0.424,11.3,33.0,0.343,24.3,51.1,0.476,19.4,24.2,0.803,7.4,40.6,48.0,21.4,5.7,3.9,14.8,20.8,102.1,2019,,True
Detroit Pistons,4.0,240.0,37.5,96.8,0.388,11.0,33.3,0.331,26.5,63.5,0.417,12.0,16.5,0.727,10.8,31.5,42.3,23.0,7.3,4.0,10.5,24.3,98.0,2019,,True
Utah Jazz,5.0,240.0,34.6,86.4,0.4,9.4,35.8,0.263,25.2,50.6,0.498,19.2,25.6,0.75,11.8,35.4,47.2,23.0,9.2,5.4,15.2,21.8,97.8,2019,,True
Orlando Magic,5.0,240.0,32.2,83.0,0.388,10.4,34.8,0.299,21.8,48.2,0.452,17.2,22.2,0.775,9.6,33.8,43.4,19.0,6.6,4.0,15.6,18.8,92.0,2019,,True
Indiana Pacers,4.0,240.0,33.5,83.5,0.401,10.0,29.8,0.336,23.5,53.8,0.437,14.8,20.5,0.72,8.0,32.3,40.3,20.8,8.3,3.5,12.0,20.0,91.8,2019,,True
League Average,10.0,242.4,38.5,87.0,0.443,11.4,32.9,0.345,27.1,54.0,0.502,19.4,24.7,0.784,10.2,34.8,45.0,23.0,7.0,4.9,13.4,22.2,107.7,2019,,True
Milwaukee Bucks,73.0,241.0,43.3,90.9,0.476,13.8,38.9,0.355,29.5,52.0,0.567,18.3,24.7,0.742,9.5,42.2,51.7,25.9,7.2,5.9,15.1,19.6,118.7,2020,True,False
Houston Rockets,72.0,241.4,40.8,90.4,0.451,15.6,45.3,0.345,25.1,45.2,0.557,20.6,26.1,0.791,9.8,34.5,44.3,21.6,8.7,5.2,14.7,21.8,117.8,2020,True,False
Dallas Mavericks,75.0,242.3,41.7,90.3,0.461,15.1,41.3,0.367,26.5,49.0,0.541,18.6,23.8,0.779,10.5,36.4,46.9,24.7,6.1,4.8,12.7,19.5,117.0,2020,True,False
Los Angeles Clippers,72.0,241.4,41.6,89.2,0.466,12.4,33.5,0.371,29.1,55.8,0.522,20.8,26.3,0.791,10.7,37.0,47.7,23.7,7.1,4.7,14.6,22.1,116.3,2020,True,False
New Orleans Pelicans,72.0,242.1,42.6,91.6,0.465,13.6,36.9,0.37,28.9,54.8,0.528,17.1,23.4,0.729,11.1,35.4,46.5,26.8,7.5,5.0,16.4,21.2,115.8,2020,False,False
Portland Trail Blazers,74.0,241.0,42.2,91.2,0.463,12.9,34.1,0.377,29.3,57.1,0.514,17.7,22.1,0.804,10.2,35.1,45.3,20.6,6.3,6.1,12.8,21.7,115.0,2020,True,False
Washington Wizards,72.0,241.0,41.5,90.9,0.457,12.0,32.6,0.368,29.5,58.3,0.506,19.4,24.6,0.788,10.2,31.9,42.0,25.0,8.0,4.3,14.2,22.7,114.4,2020,False,False
San Antonio Spurs,71.0,242.5,42.2,89.4,0.472,10.7,28.5,0.376,31.5,61.0,0.516,19.0,23.4,0.81,9.0,35.6,44.6,24.7,7.3,5.5,12.6,19.4,114.1,2020,False,False
Boston Celtics,72.0,242.1,41.3,89.6,0.461,12.6,34.5,0.364,28.7,55.0,0.522,18.6,23.2,0.801,10.7,35.4,46.1,23.0,8.3,5.6,13.8,21.6,113.7,2020,True,False
Phoenix Suns,73.0,241.0,41.2,88.1,0.468,11.4,31.8,0.358,29.8,56.3,0.529,19.9,23.8,0.834,9.8,33.8,43.5,27.2,7.7,4.0,14.8,22.0,113.6,2020,False,False
Los Angeles Lakers,71.0,240.7,42.3,88.3,0.48,11.0,31.6,0.349,31.3,56.7,0.552,17.7,24.3,0.729,10.7,35.1,45.7,25.4,8.6,6.6,15.2,20.7,113.4,2020,True,False
Minnesota Timberwolves,64.0,243.1,40.4,91.6,0.441,13.3,39.7,0.336,27.1,52.0,0.521,19.1,25.4,0.753,10.5,34.3,44.8,23.8,8.7,5.7,15.3,21.4,113.3,2020,False,False
Toronto Raptors,72.0,241.4,40.2,87.9,0.458,13.8,37.0,0.374,26.4,50.9,0.519,18.5,23.2,0.796,9.5,35.9,45.4,25.2,8.8,5.0,14.8,21.7,112.8,2020,True,False
Memphis Grizzlies,73.0,240.7,42.5,90.9,0.468,10.9,31.5,0.347,31.6,59.4,0.532,16.6,21.8,0.763,10.3,36.2,46.5,26.9,7.9,5.5,15.2,21.2,112.6,2020,False,False
Miami Heat,73.0,243.1,39.5,84.4,0.468,13.4,35.4,0.379,26.0,49.0,0.532,19.7,25.2,0.783,8.5,35.9,44.4,25.9,7.5,4.5,14.9,20.6,112.0,2020,True,False
Atlanta Hawks,67.0,243.0,40.6,90.6,0.449,12.0,36.1,0.333,28.6,54.5,0.525,18.5,23.4,0.79,9.9,33.4,43.3,24.0,7.8,5.1,16.2,23.1,111.8,2020,False,False
Brooklyn Nets,72.0,242.8,40.4,90.3,0.448,13.1,38.1,0.343,27.3,52.1,0.524,17.9,24.1,0.745,10.6,37.3,47.9,24.5,6.4,4.5,15.3,21.0,111.8,2020,True,False
Denver Nuggets,73.0,243.1,42.0,88.9,0.473,11.0,30.6,0.359,31.1,58.3,0.533,16.2,20.9,0.777,10.8,33.4,44.1,26.7,8.0,4.6,13.8,20.3,111.3,2020,True,False
Utah Jazz,72.0,241.0,40.1,85.1,0.471,13.4,35.2,0.38,26.7,49.9,0.535,17.8,22.8,0.779,9.1,35.8,44.9,22.4,6.1,4.1,15.1,20.4,111.3,2020,True,False
Philadelphia 76ers,73.0,241.0,41.1,87.9,0.468,11.6,31.6,0.368,29.5,56.3,0.524,16.9,22.4,0.755,10.5,35.0,45.4,25.8,8.0,5.3,14.2,20.9,110.7,2020,True,False
Oklahoma City Thunder,72.0,242.1,40.0,85.5,0.468,10.7,30.2,0.355,29.3,55.3,0.529,19.8,24.8,0.796,8.2,34.7,42.9,21.7,7.6,4.9,13.7,19.3,110.4,2020,True,False
Sacramento Kings,72.0,242.4,40.9,88.4,0.462,12.7,34.9,0.364,28.2,53.5,0.527,15.7,20.3,0.77,9.7,32.9,42.6,23.8,7.7,4.1,14.5,22.2,110.1,2020,False,False
Indiana Pacers,73.0,241.4,42.1,88.5,0.476,10.2,28.0,0.363,31.9,60.4,0.529,15.0,19.1,0.787,8.7,34.1,42.8,25.9,7.4,5.2,13.2,19.8,109.4,2020,True,False
Orlando Magic,73.0,240.7,39.3,88.6,0.444,11.1,32.2,0.343,28.3,56.4,0.502,17.6,22.7,0.774,10.3,34.2,44.5,23.9,8.2,5.4,12.8,18.3,107.3,2020,True,False
Detroit Pistons,66.0,241.9,39.3,85.7,0.459,12.0,32.7,0.367,27.3,53.0,0.515,16.6,22.4,0.743,9.8,32.0,41.7,24.1,7.4,4.5,15.3,19.7,107.2,2020,False,False
Cleveland Cavaliers,65.0,241.9,40.3,87.9,0.458,11.2,31.8,0.351,29.1,56.1,0.519,15.1,19.9,0.758,10.8,33.4,44.2,23.1,6.9,3.2,16.5,18.3,106.9,2020,False,False
Chicago Bulls,65.0,241.2,39.6,88.6,0.447,12.2,35.1,0.348,27.4,53.5,0.511,15.5,20.5,0.755,10.5,31.4,41.9,23.2,10.0,4.1,15.5,21.8,106.8,2020,False,False
Golden State Warriors,65.0,241.9,38.6,88.2,0.438,10.4,31.3,0.334,28.2,56.9,0.495,18.7,23.2,0.803,10.0,32.9,42.8,25.6,8.2,4.6,14.9,20.1,106.3,2020,False,False
New York Knicks,66.0,241.9,40.0,89.3,0.447,9.6,28.4,0.337,30.4,61.0,0.499,16.3,23.5,0.694,12.0,34.5,46.5,22.1,7.6,4.7,14.3,22.2,105.8,2020,False,False
Charlotte Hornets,65.0,242.3,37.3,85.9,0.434,12.1,34.3,0.352,25.2,51.6,0.489,16.2,21.6,0.748,11.0,31.8,42.8,23.8,6.6,4.1,14.6,18.8,102.9,2020,False,False
League Average,71.0,241.8,40.9,88.8,0.46,12.2,34.1,0.358,28.7,54.7,0.524,17.9,23.1,0.773,10.1,34.8,44.8,24.4,7.6,4.9,14.5,20.8,111.8,2020,False,False
Dallas Mavericks,6.0,244.2,42.2,89.2,0.473,13.5,37.5,0.36,28.7,51.7,0.555,19.2,26.5,0.723,7.7,35.5,43.2,21.5,6.5,3.7,12.7,22.5,117.0,2020,,True
Los Angeles Clippers,13.0,241.9,40.9,86.4,0.474,12.1,32.8,0.368,28.8,53.5,0.539,20.1,25.2,0.798,9.5,34.5,44.0,21.2,7.5,3.7,13.0,22.9,114.0,2020,,True
Utah Jazz,7.0,243.6,39.9,81.9,0.487,15.7,37.3,0.421,24.1,44.6,0.542,18.0,23.3,0.773,9.3,31.9,41.1,21.4,6.1,3.1,12.0,19.0,113.4,2020,,True
Los Angeles Lakers,21.0,240.0,41.0,84.0,0.489,12.1,34.2,0.354,29.0,49.8,0.581,18.6,24.6,0.758,10.6,33.5,44.1,25.6,8.0,5.3,15.4,22.7,112.8,2020,,True
Milwaukee Bucks,10.0,242.5,40.1,87.1,0.46,13.3,37.1,0.358,26.8,50.0,0.536,17.6,24.3,0.724,9.4,37.3,46.7,24.3,7.2,4.2,14.9,21.7,111.1,2020,,True
Miami Heat,21.0,242.4,37.7,82.0,0.46,12.8,35.5,0.359,25.0,46.5,0.536,21.8,26.4,0.825,7.8,33.6,41.3,24.9,6.9,3.9,13.2,19.9,110.0,2020,,True
Boston Celtics,17.0,244.4,38.6,84.9,0.454,12.4,36.4,0.341,26.2,48.5,0.539,19.8,24.2,0.816,8.8,36.5,45.2,22.6,6.7,4.8,13.9,22.3,109.4,2020,,True
Toronto Raptors,11.0,244.5,39.1,88.5,0.442,14.6,40.3,0.363,24.5,48.2,0.508,16.5,21.3,0.778,8.2,36.5,44.6,24.8,7.1,5.5,13.1,22.5,109.4,2020,,True
Houston Rockets,12.0,242.1,37.4,85.8,0.436,16.9,46.8,0.362,20.5,39.0,0.526,15.9,20.2,0.789,6.7,32.2,38.8,21.3,9.1,3.5,13.4,22.2,107.7,2020,,True
Denver Nuggets,19.0,241.3,38.8,82.5,0.471,12.3,32.4,0.379,26.6,50.2,0.53,17.5,21.4,0.816,9.3,31.4,40.6,22.5,6.2,4.0,13.9,22.4,107.4,2020,,True
Orlando Magic,5.0,240.0,37.2,88.6,0.42,15.0,39.8,0.377,22.2,48.8,0.455,17.6,21.0,0.838,6.6,36.4,43.0,23.8,6.8,3.2,14.6,21.0,107.0,2020,,True
Portland Trail Blazers,5.0,240.0,37.6,88.2,0.426,11.6,30.6,0.379,26.0,57.6,0.451,19.8,25.0,0.792,9.8,33.0,42.8,17.8,7.4,3.6,16.0,25.0,106.6,2020,,True
Brooklyn Nets,4.0,240.0,36.3,91.3,0.397,15.5,46.0,0.337,20.8,45.3,0.459,17.8,24.5,0.724,9.3,35.0,44.3,25.8,5.0,4.5,14.5,21.3,105.8,2020,,True
Oklahoma City Thunder,7.0,243.6,36.7,85.4,0.43,12.0,36.6,0.328,24.7,48.9,0.506,18.6,24.0,0.774,9.0,40.9,49.9,17.9,5.3,4.0,17.0,17.1,104.0,2020,,True
Indiana Pacers,4.0,240.0,36.5,80.3,0.455,12.0,32.0,0.375,24.5,48.3,0.508,15.8,20.3,0.778,5.8,30.8,36.5,22.5,9.3,5.5,15.3,23.3,100.8,2020,,True
Philadelphia 76ers,4.0,240.0,33.3,84.0,0.396,8.0,30.3,0.264,25.3,53.8,0.47,26.0,32.0,0.813,12.3,33.8,46.0,17.5,5.0,4.5,12.0,22.3,100.5,2020,,True
League Average,10.0,242.1,38.8,85.0,0.457,13.1,36.3,0.36,25.8,48.7,0.529,18.8,23.9,0.788,8.8,34.3,43.2,22.9,7.0,4.3,14.0,21.8,109.6,2020,,True
Milwaukee Bucks,72.0,240.7,44.7,91.8,0.487,14.4,37.1,0.389,30.3,54.7,0.554,16.2,21.4,0.76,10.3,37.8,48.1,25.5,8.1,4.6,13.8,17.3,120.1,2021,True,False
Brooklyn Nets,72.0,241.7,43.1,87.3,0.494,14.2,36.1,0.392,29.0,51.2,0.565,18.1,22.5,0.804,8.9,35.5,44.4,26.8,6.7,5.3,13.5,19.0,118.6,2021,True,False
Washington Wizards,72.0,241.7,43.2,90.9,0.475,10.2,29.0,0.351,33.0,61.9,0.533,20.1,26.2,0.769,9.7,35.5,45.2,25.5,7.3,4.1,14.4,21.6,116.6,2021,True,False
Utah Jazz,72.0,241.0,41.3,88.1,0.468,16.7,43.0,0.389,24.5,45.1,0.544,17.2,21.5,0.799,10.6,37.6,48.3,23.7,6.6,5.2,14.2,18.5,116.4,2021,True,False
Portland Trail Blazers,72.0,240.3,41.3,91.1,0.453,15.7,40.8,0.385,25.6,50.3,0.509,17.8,21.6,0.823,10.6,33.9,44.5,21.3,6.9,5.0,11.1,18.9,116.1,2021,True,False
Phoenix Suns,72.0,242.8,43.3,88.3,0.49,13.1,34.6,0.378,30.3,53.7,0.563,15.6,18.7,0.834,8.8,34.2,42.9,26.9,7.2,4.3,12.5,19.1,115.3,2021,True,False
Indiana Pacers,72.0,242.4,43.3,91.2,0.474,12.3,34.0,0.364,30.9,57.3,0.54,16.4,20.7,0.792,9.0,33.7,42.7,27.4,8.5,6.4,13.5,20.2,115.3,2021,False,False
Denver Nuggets,72.0,242.8,43.3,89.2,0.485,12.9,34.2,0.377,30.4,55.0,0.552,15.7,19.5,0.803,10.5,33.9,44.4,26.8,8.1,4.5,13.5,19.1,115.1,2021,True,False
New Orleans Pelicans,72.0,242.1,42.5,89.1,0.477,10.6,30.4,0.348,31.9,58.6,0.544,19.0,26.1,0.729,11.7,35.7,47.4,26.0,7.6,4.4,14.6,18.0,114.6,2021,False,False
Los Angeles Clippers,72.0,240.0,41.8,86.7,0.482,14.3,34.7,0.411,27.5,52.0,0.529,16.2,19.3,0.839,9.4,34.7,44.2,24.4,7.1,4.1,13.2,19.2,114.0,2021,True,False
Atlanta Hawks,72.0,241.7,40.8,87.2,0.468,12.4,33.4,0.373,28.4,53.9,0.526,19.7,24.2,0.812,10.6,35.1,45.6,24.1,7.0,4.8,13.2,19.3,113.7,2021,True,False
Sacramento Kings,72.0,240.3,42.6,88.6,0.481,12.1,33.3,0.364,30.5,55.3,0.551,16.4,22.0,0.745,9.4,32.0,41.4,25.5,7.5,5.0,13.4,19.4,113.7,2021,False,False
Golden State Warriors,72.0,240.3,41.3,88.2,0.468,14.6,38.7,0.376,26.7,49.4,0.541,16.6,21.1,0.785,8.0,35.1,43.0,27.7,8.2,4.8,15.0,21.2,113.7,2021,False,False
Philadelphia 76ers,72.0,242.1,41.4,86.9,0.476,11.3,30.1,0.374,30.1,56.8,0.531,19.6,25.5,0.767,10.0,35.0,45.1,23.7,9.1,6.2,14.4,20.2,113.6,2021,True,False
Memphis Grizzlies,72.0,241.7,42.8,91.8,0.467,11.2,31.4,0.356,31.7,60.4,0.525,16.4,21.3,0.771,11.2,35.3,46.5,26.9,9.1,5.1,13.3,18.7,113.3,2021,True,False
Boston Celtics,72.0,241.4,41.5,88.9,0.466,13.6,36.4,0.374,27.9,52.5,0.53,16.1,20.8,0.775,10.6,33.6,44.3,23.5,7.7,5.3,14.1,20.4,112.6,2021,True,False
Dallas Mavericks,72.0,240.3,41.1,87.3,0.47,13.8,38.1,0.362,27.3,49.2,0.554,16.5,21.2,0.778,9.1,34.2,43.3,22.9,6.3,4.3,12.1,19.4,112.4,2021,True,False
Minnesota Timberwolves,72.0,241.7,40.7,90.9,0.448,13.1,37.6,0.349,27.6,53.3,0.518,17.6,23.1,0.761,10.5,33.0,43.5,25.6,8.8,5.5,14.3,20.9,112.1,2021,False,False
Toronto Raptors,72.0,240.3,39.7,88.7,0.448,14.5,39.3,0.368,25.3,49.3,0.512,17.4,21.3,0.815,9.4,32.1,41.6,24.1,8.6,5.4,13.2,21.2,111.3,2021,False,False
San Antonio Spurs,72.0,242.8,41.9,90.5,0.462,9.9,28.4,0.35,31.9,62.1,0.514,17.4,22.0,0.792,9.3,34.6,43.9,24.4,7.0,5.1,11.4,18.0,111.1,2021,False,False
Chicago Bulls,72.0,241.4,42.2,88.6,0.476,12.6,34.0,0.37,29.6,54.6,0.542,13.8,17.5,0.791,9.6,35.3,45.0,26.8,6.7,4.2,15.1,18.9,110.7,2021,False,False
Los Angeles Lakers,72.0,242.4,40.6,86.1,0.472,11.1,31.2,0.354,29.6,54.8,0.539,17.2,23.3,0.739,9.7,34.6,44.2,24.7,7.8,5.4,15.2,19.1,109.5,2021,True,False
Charlotte Hornets,72.0,241.0,39.9,87.8,0.455,13.7,37.0,0.369,26.3,50.8,0.517,15.9,20.9,0.761,10.6,33.2,43.8,26.8,7.8,4.8,14.8,18.0,109.5,2021,False,False
Houston Rockets,72.0,240.3,39.3,88.5,0.444,13.8,40.6,0.339,25.5,47.9,0.532,16.5,22.3,0.74,9.3,33.3,42.6,23.6,7.6,5.0,14.7,19.5,108.8,2021,False,False
Miami Heat,72.0,241.4,39.2,83.7,0.468,12.9,36.2,0.358,26.3,47.5,0.553,16.7,21.1,0.79,8.0,33.5,41.5,26.3,7.9,4.0,14.1,18.9,108.1,2021,True,False
New York Knicks,72.0,242.1,39.4,86.5,0.456,11.8,30.0,0.392,27.7,56.4,0.49,16.4,20.9,0.784,9.7,35.5,45.1,21.4,7.0,5.1,12.9,20.5,107.0,2021,True,False
Detroit Pistons,72.0,242.1,38.7,85.6,0.452,11.6,32.9,0.351,27.1,52.7,0.515,17.8,23.4,0.759,9.6,33.1,42.7,24.2,7.4,5.2,14.9,20.5,106.6,2021,False,False
Oklahoma City Thunder,72.0,241.0,38.8,88.0,0.441,11.9,35.1,0.339,26.9,52.9,0.509,15.5,21.3,0.725,9.9,35.7,45.6,22.1,7.0,4.4,16.1,18.1,105.0,2021,False,False
Orlando Magic,72.0,240.7,38.3,89.2,0.429,10.9,31.8,0.343,27.4,57.4,0.476,16.6,21.4,0.775,10.4,35.1,45.4,21.8,6.9,4.4,12.8,17.2,104.0,2021,False,False
Cleveland Cavaliers,72.0,242.1,38.6,85.8,0.45,10.0,29.7,0.336,28.6,56.0,0.51,16.7,22.4,0.743,10.4,32.3,42.8,23.8,7.8,4.5,15.5,18.2,103.8,2021,False,False
League Average,72.0,241.4,41.2,88.4,0.466,12.7,34.6,0.367,28.5,53.8,0.53,17.0,21.8,0.778,9.8,34.5,44.3,24.8,7.6,4.9,13.8,19.3,112.1,2021,False,False
Portland Trail Blazers,6.0,248.3,42.0,88.3,0.475,16.2,39.2,0.413,25.8,49.2,0.525,19.3,22.7,0.853,9.3,32.3,41.7,22.8,5.2,5.5,11.8,23.2,119.5,2021,,True
Utah Jazz,11.0,240.0,39.7,84.2,0.472,18.0,43.6,0.413,21.7,40.5,0.536,19.5,24.3,0.801,9.4,33.0,42.4,19.6,5.2,4.1,13.5,21.5,116.9,2021,,True
Philadelphia 76ers,12.0,240.0,42.5,85.8,0.496,11.2,28.4,0.393,31.3,57.3,0.547,20.1,29.3,0.685,9.0,35.7,44.7,24.9,8.0,6.2,12.8,23.0,116.3,2021,,True
Memphis Grizzlies,5.0,240.0,44.2,94.4,0.468,10.4,31.6,0.329,33.8,62.8,0.538,16.2,20.4,0.794,11.2,30.0,41.2,22.0,8.0,4.0,10.4,20.6,115.0,2021,,True
Denver Nuggets,10.0,245.0,42.1,92.2,0.457,14.7,38.5,0.382,27.4,53.7,0.51,15.9,20.9,0.761,11.7,31.9,43.6,24.9,6.1,4.3,11.2,20.4,114.8,2021,,True
Brooklyn Nets,12.0,242.1,40.7,86.2,0.472,13.6,35.6,0.382,27.1,50.6,0.535,17.6,20.3,0.868,8.3,34.3,42.6,22.6,7.1,4.8,11.6,21.2,112.5,2021,,True
Boston Celtics,5.0,240.0,38.4,88.2,0.435,12.8,36.6,0.35,25.6,51.6,0.496,22.6,27.4,0.825,12.6,28.8,41.4,21.0,6.4,7.0,13.0,21.0,112.2,2021,,True
Los Angeles Clippers,19.0,240.0,39.1,81.9,0.477,13.8,36.4,0.381,25.3,45.6,0.554,19.5,23.7,0.823,8.8,32.4,41.2,20.8,6.8,4.3,10.7,19.5,111.6,2021,,True
Milwaukee Bucks,23.0,242.2,42.1,91.1,0.462,11.2,35.0,0.321,30.9,56.1,0.55,14.9,20.8,0.718,12.8,36.1,49.0,22.8,7.8,4.2,12.7,18.0,110.3,2021,,True
Washington Wizards,5.0,240.0,40.6,88.6,0.458,7.0,24.2,0.289,33.6,64.4,0.522,21.8,29.0,0.752,10.6,32.8,43.4,22.4,4.8,4.8,13.4,24.0,110.0,2021,,True
Phoenix Suns,22.0,240.0,40.9,85.0,0.481,11.2,29.7,0.376,29.7,55.3,0.537,16.0,18.6,0.861,8.0,34.7,42.7,23.2,6.5,4.2,11.9,19.7,109.0,2021,,True
Atlanta Hawks,18.0,240.0,38.9,86.8,0.449,11.7,34.2,0.343,27.2,52.6,0.517,16.7,20.9,0.798,9.1,33.3,42.4,20.2,6.7,4.4,12.4,21.2,106.3,2021,,True
Dallas Mavericks,7.0,240.0,39.1,86.0,0.455,13.6,35.0,0.388,25.6,51.0,0.501,14.1,20.0,0.707,10.3,30.3,40.6,20.7,5.6,2.1,11.0,20.3,106.0,2021,,True
Miami Heat,4.0,246.3,35.3,89.3,0.395,12.0,35.8,0.336,23.3,53.5,0.435,15.5,20.3,0.765,9.0,33.3,42.3,21.5,7.3,3.5,14.0,20.5,98.0,2021,,True
Los Angeles Lakers,6.0,240.0,34.3,83.0,0.414,9.8,32.8,0.299,24.5,50.2,0.488,19.0,24.5,0.776,10.5,32.7,43.2,19.3,6.7,4.0,13.8,20.5,97.5,2021,,True
New York Knicks,5.0,240.0,34.4,86.4,0.398,10.4,30.4,0.342,24.0,56.0,0.429,17.8,21.8,0.817,11.8,34.6,46.4,18.6,5.8,2.8,12.2,19.8,97.0,2021,,True
League Average,11.0,241.2,40.2,86.9,0.462,12.5,34.3,0.364,27.7,52.6,0.527,17.5,22.2,0.786,9.9,33.5,43.4,22.0,6.7,4.4,12.2,20.5,110.3,2021,,True
Minnesota Timberwolves,82.0,241.2,41.6,91.0,0.457,14.8,41.3,0.358,26.8,49.7,0.54,18.0,23.1,0.778,11.2,32.9,44.2,25.7,8.8,5.6,14.3,21.8,115.9,2022,True,False
Memphis Grizzlies,82.0,241.2,43.5,94.4,0.461,11.5,32.7,0.353,32.0,61.7,0.519,17.0,23.1,0.734,14.1,35.0,49.2,26.0,9.8,6.5,13.2,19.8,115.6,2022,True,False
Milwaukee Bucks,82.0,240.9,41.8,89.4,0.468,14.1,38.4,0.366,27.8,51.0,0.544,17.8,22.9,0.776,10.2,36.5,46.7,23.9,7.6,4.0,13.4,18.2,115.5,2022,True,False
